timestamp,RV_7d,RV_14d,RV_30d,spot,IV,VRP_7d,VRP_14d,VRP_30d
2025-11-09 08:00:00,0.48065663892894545,0.4119087811763204,0.46269904473698026,102249.3,0.6027551347682872,12.20984958393418,19.08463535919668,14.005609003130697
2025-11-09 12:00:00,0.4919472083468834,0.4191505218319784,0.46047524579208954,103760.6,0.6157392895989159,12.37920812520325,19.658876776693752,15.526404380682635
2025-11-09 16:00:00,0.4987734437179191,0.4230220328483488,0.45702292031884906,104813.2,0.6235894602756069,12.481601655768781,20.056742742725813,16.656653995675786
2025-11-09 20:00:00,0.49766706703815533,0.4202315559196376,0.44161596354326627,104724.7,0.6223171270938787,12.465006005572333,20.208557117424103,18.070116355061238
2025-11-10 00:00:00,0.47827774918618055,0.42514004496008584,0.44339962736571337,106031.1,0.6000194115641077,12.174166237792711,17.48793666040218,15.661978419839429
2025-11-10 04:00:00,0.47849681188289106,0.42488120798314954,0.44076441247182285,106473.9,0.6002713336653247,12.177452178243364,17.539012568217515,15.950692119350185
2025-11-10 08:00:00,0.47820526906108374,0.4249613107135194,0.43675555960546325,106181.7,0.5999360594202463,12.173079035916256,17.49747487067269,16.318049981478307
2025-11-10 12:00:00,0.4639478915007153,0.4275728585593938,0.43795357358741815,105073.4,0.5835400752258226,11.959218372510733,15.596721666642882,14.558650163840447
2025-11-10 16:00:00,0.4575891690520029,0.4295745550474232,0.4383577363357922,105819.8,0.5762275444098034,11.863837535780048,14.665298936238019,13.786980807401116
2025-11-10 20:00:00,0.4566415764364941,0.4285652117280037,0.43811242581797405,106015.7,0.5751378129019682,11.849623646547409,14.657260117396447,13.702538708399414
2025-11-11 00:00:00,0.45602513414692897,0.4293205724374971,0.4383820369796482,106463.8,0.5744289042689683,11.840377012203934,14.51083318314712,13.604686728932009
2025-11-11 04:00:00,0.43317316790292876,0.4357906041202845,0.4408916500909364,104788.1,0.548149143088368,11.497597518543929,11.235853896808356,10.725749299743164
2025-11-11 08:00:00,0.4345364254296025,0.4366527693833638,0.4411330304387728,105301.9,0.5497168892440428,11.51804638144403,11.306411986067905,10.858385880527004
2025-11-11 12:00:00,0.4428079571888832,0.44442409482903406,0.44301275017317765,103462.9,0.5592291507672157,11.642119357833247,11.480505593818163,11.621640059403804
2025-11-11 16:00:00,0.39886279850926404,0.4430208148833222,0.44158920552186676,103134.7,0.5157481260740535,11.688532756478947,7.272731119073134,7.415892055218675
2025-11-11 20:00:00,0.3935265772121573,0.441979444012399,0.44108302968283486,103058.0,0.5151913326511184,12.16647554389611,7.321188863871936,7.410830296828353
2025-11-12 00:00:00,0.3913856656862487,0.44220492025917146,0.4412164147155766,103321.7,0.5153380561871344,12.395239050088563,7.313313592796289,7.412164147155775
2025-11-12 04:00:00,0.39151785364217806,0.43899488550365845,0.4408356952234176,103124.8,0.5149192647457594,12.340141110358138,7.592437924210099,7.408356952234185
2025-11-12 08:00:00,0.41270380455063976,0.4498799934296667,0.44437329568169814,105032.9,0.5246093752332357,11.190557068259594,7.4729381803568975,8.023607955153755
2025-11-12 12:00:00,0.44541404753111163,0.46529986034216014,0.45439724784032093,102159.6,0.5622261546607784,11.681210712966678,9.692629431861826,10.782890682045748
2025-11-12 16:00:00,0.44872338903930553,0.4656494420644672,0.4527577949449162,101286.3,0.5660318973952013,11.730850835589578,10.038245533073415,11.327410245028513
2025-11-12 20:00:00,0.44972338862184486,0.46561812251012846,0.4527010343024202,101647.4,0.5671818969151216,11.74585082932767,10.156377440499309,11.448086261270134
2025-11-13 00:00:00,0.45107607964868496,0.4649249874939638,0.45039323664384034,102128.6,0.5687374915959877,11.76614119473028,10.38125041020239,11.83442549521474
2025-11-13 04:00:00,0.46036407686970837,0.46933392703457516,0.44978055975145637,103480.0,0.5794186884001646,11.905461153045627,11.008476136558947,12.963812864870828
2025-11-13 08:00:00,0.461943604242453,0.46418470748100304,0.4499548979301095,102939.0,0.581235144878821,11.9291540636368,11.705043739781795,13.128024694871149
2025-11-13 12:00:00,0.4671156690561925,0.46138248083802486,0.4499744821560466,101375.8,0.5871830194146214,12.006735035842887,12.580053857659651,13.720853725857479
2025-11-13 16:00:00,0.5043184200191331,0.47768613007769256,0.45927799187928486,98671.9,0.629966183022003,12.564776300286995,15.228005294431046,17.068819114271815
2025-11-13 20:00:00,0.5104200683231517,0.4725090821561618,0.46059947768420273,99688.4,0.6369830785716244,12.656301024847272,16.447399641546262,17.638360088742168
2025-11-14 00:00:00,0.5098226983552518,0.4705193113608482,0.4599850387428591,99142.1,0.6362961031085396,12.647340475328772,16.577679174769138,17.631106436568047
